customer_id,age,gender,country,city_tier,tenure_months,recency_days,frequency,monetary_eur,avg_order_value,app_sessions_30d,pages_per_session,wishlist_items,email_open_rate,category_diversity,preferred_category,channel,return_rate,discount_usage_ratio,complained,churn
ZC008318,16.0,Female,Spain,Tier 1,5,38,1,61.81,61.81,4,10.1,5,0.61,3,Kids,Online,0.538,0.098,0,1
ZC008319,52.0,Female,Mexico,Tier 1,14,57,1,39.88,39.88,8,2.3,5,0.321,2,Men,Store,0.289,0.427,0,0
ZC008320,37.0,Male,Italy,Tier 2,23,23,2,167.92,83.96,6,1.6,2,,2,TRF,Online,0.425,0.223,0,0
ZC008321,39.0,Male,USA,Tier 3,13,92,1,81.01,81.01,1,9.0,3,0.27,4,Men,Online,0.607,0.123,0,1
ZC008322,31.0,Male,USA,Tier 1,30,66,1,119.53,119.53,3,9.7,2,0.783,1,Women,Online,0.37,0.079,0,0
ZC008323,16.0,Female,Italy,Tier 3,11,33,4,182.82,45.7,4,3.8,8,0.627,3,TRF,Online,0.592,0.399,0,0
ZC008324,39.0,Female,France,Tier 2,12,214,1,94.88,94.88,5,8.6,3,0.069,5,Kids,Store,0.439,0.232,0,1
ZC008325,26.0,Female,Other,Tier 1,36,97,2,178.87,89.44,2,9.4,3,0.406,7,Women,Mixed,0.394,0.05,0,1
ZC008326,37.0,Male,Other,Tier 1,23,91,1,70.45,70.45,1,16.0,5,0.041,1,Home,Store,0.496,0.277,0,1
ZC008327,30.0,Female,France,Tier 3,32,55,4,508.86,127.22,6,1.0,1,0.203,1,TRF,Mixed,0.514,0.347,0,0
ZC008328,34.0,Male,Germany,Tier 2,23,66,1,58.55,58.55,3,13.8,5,0.393,3,Men,Store,0.579,0.175,0,1
ZC008329,24.0,Female,Germany,Tier 1,20,17,1,128.33,128.33,6,3.4,2,0.612,4,Men,Store,0.628,0.428,0,0
ZC008330,41.0,Female,Spain,Tier 2,23,36,2,178.72,89.36,7,11.8,3,0.615,2,Kids,Store,0.589,0.089,0,0
ZC008331,20.0,Female,UK,Tier 1,7,114,2,200.64,100.32,0,4.5,6,0.708,2,Men,Online,0.271,0.079,0,1
ZC008332,54.0,Female,UK,Tier 2,3,109,1,70.96,70.96,0,9.9,4,0.236,7,Women,Mixed,0.416,0.385,0,1
ZC008333,54.0,Female,Other,Tier 1,7,17,1,38.84,38.84,3,1.5,2,,3,Kids,Mixed,0.424,0.271,0,0
ZC008334,48.0,Female,Other,Tier 1,4,23,1,79.91,79.91,7,6.6,2,0.47,1,TRF,Mixed,0.379,0.122,0,0
ZC008335,45.0,Male,Spain,Tier 1,22,98,1,94.03,94.03,4,9.8,3,0.3,8,Men,Store,0.146,0.211,0,0
ZC008336,31.0,Female,Other,Tier 1,36,99,4,245.01,61.25,0,3.3,3,0.46,2,TRF,Mixed,0.133,0.293,0,0
ZC008337,44.0,Male,Germany,Tier 1,7,25,2,144.59,72.3,3,5.7,4,0.531,7,Kids,Mixed,0.188,0.133,0,0
ZC008338,31.0,Female,Spain,Tier 2,21,115,1,81.89,81.89,1,8.7,1,0.501,1,Women,Online,0.12,0.51,0,0
ZC008339,,Female,UK,Tier 2,45,26,3,127.88,42.63,3,3.3,5,0.271,6,TRF,Online,0.214,0.237,0,0
ZC008340,47.0,Male,Other,Tier 2,31,49,1,66.29,66.29,4,1.0,3,0.447,4,Women,Online,0.62,0.262,0,0
ZC008341,43.0,Female,USA,Tier 3,24,53,2,183.31,91.66,7,13.4,4,0.733,2,Home,Online,0.67,0.251,0,0
ZC008342,32.0,Female,Italy,Tier 2,18,109,3,187.93,62.64,1,7.4,3,0.402,6,Women,Online,0.757,0.489,0,1
ZC008343,20.0,Female,France,Tier 1,23,134,1,112.54,112.54,1,5.2,1,0.314,4,Women,Store,0.248,0.054,0,1
ZC008344,26.0,Female,Germany,Tier 1,20,39,4,345.66,86.42,5,1.8,4,0.467,6,Women,Store,0.367,0.074,0,0
ZC008345,16.0,Male,France,Tier 2,16,86,1,27.21,27.21,1,5.8,7,0.737,7,Women,Online,0.338,0.676,0,0
ZC008346,41.0,Female,France,Tier 2,8,248,1,76.74,76.74,0,6.6,3,0.657,5,TRF,Store,0.245,0.192,0,1
ZC008347,16.0,Female,Other,Tier 3,11,155,1,60.08,60.08,2,2.3,5,0.664,1,Men,Store,0.827,0.577,0,1
ZC008348,35.0,Male,UK,Tier 1,22,19,2,119.1,59.55,6,7.6,2,0.775,4,TRF,Mixed,0.155,0.263,0,0
ZC008349,24.0,Female,USA,Tier 1,34,60,2,211.29,105.64,2,1.1,2,0.575,3,Women,Mixed,0.044,0.386,0,0
ZC008350,18.0,Male,UK,Tier 2,7,75,1,91.49,91.49,5,1.3,5,0.617,8,Women,Online,0.164,0.408,0,0
ZC008351,34.0,Female,Italy,Tier 3,58,54,5,379.33,75.87,12,3.8,5,0.626,1,Women,Store,0.363,0.251,0,0
ZC008352,29.0,Female,UK,Tier 1,4,63,3,226.62,75.54,2,1.0,3,0.7,1,Women,Store,0.545,0.293,1,1
ZC008353,40.0,Female,Italy,Tier 1,9,103,1,70.35,70.35,2,1.2,4,0.547,1,Women,Mixed,0.22,0.21,0,1
ZC008354,19.0,Female,USA,Tier 3,22,132,1,71.67,71.67,0,5.2,1,0.26,8,Women,Store,0.083,0.486,0,1
ZC008355,24.0,Female,Germany,Tier 1,28,123,3,188.85,62.95,1,5.5,3,,8,TRF,Online,0.372,0.415,0,0
ZC008356,16.0,Female,Other,Tier 2,12,105,1,89.31,89.31,2,2.4,3,0.477,6,Kids,Store,0.056,0.382,0,1
ZC008357,16.0,Female,France,Tier 3,19,18,1,31.11,31.11,2,4.7,4,0.704,3,Women,Mixed,0.523,0.477,0,0
ZC008358,50.0,Female,Germany,Tier 1,16,101,3,274.44,91.48,2,4.0,4,0.446,8,Men,Online,0.206,0.117,0,0
ZC008359,53.0,Female,Italy,Tier 1,14,28,1,49.5,49.5,9,10.1,5,0.194,1,Men,Store,0.476,0.273,0,0
ZC008360,33.0,Female,Italy,Tier 3,9,18,1,76.41,76.41,8,1.4,5,,4,Men,Store,0.36,0.341,0,0
ZC008361,24.0,Female,USA,Tier 1,22,38,3,265.03,88.34,7,6.6,0,0.379,5,Women,Mixed,0.376,0.389,0,0
ZC008362,29.0,Female,Germany,Tier 1,23,12,2,96.29,48.14,9,4.7,5,0.478,3,Men,Online,0.352,0.27,0,0
ZC008363,41.0,Female,UK,Tier 1,18,30,3,213.41,71.14,7,4.1,5,0.531,6,Men,Mixed,0.309,0.357,0,0
ZC008364,27.0,Female,UK,Tier 2,30,70,2,181.98,90.99,2,1.0,6,0.187,5,Men,Store,0.387,0.3,0,0
ZC008365,34.0,Female,UK,Tier 1,22,133,4,324.78,81.19,1,3.5,6,0.37,6,Men,Online,0.44,0.242,0,1
ZC008366,32.0,Female,UK,Tier 2,10,113,1,69.02,69.02,2,1.7,7,0.234,5,Home,Online,0.467,0.258,0,1
ZC008367,26.0,Male,Spain,Tier 1,45,49,5,342.97,68.59,7,1.1,6,0.478,5,Kids,Online,0.161,0.244,0,0
ZC008368,27.0,Female,Italy,Tier 1,26,39,2,259.14,129.57,10,6.3,3,0.358,6,Women,Store,0.049,0.167,0,0
ZC008369,,Female,Germany,Tier 1,15,6,1,69.54,69.54,6,9.0,7,0.723,6,Women,Online,0.422,0.354,0,0
ZC008370,22.0,Female,Spain,Tier 1,13,190,1,80.89,80.89,3,2.3,2,0.562,6,Women,Mixed,0.291,0.359,0,0
ZC008371,37.0,Female,USA,Tier 3,13,155,1,88.67,88.67,0,4.6,6,0.461,3,Women,Mixed,0.582,0.234,0,1
ZC008372,27.0,Female,Germany,Tier 1,8,74,1,108.33,108.33,3,2.5,4,0.414,6,Women,Mixed,0.557,0.242,0,1
ZC008373,33.0,Male,France,Tier 2,11,127,1,111.29,111.29,2,3.1,2,0.214,3,Women,Store,0.431,0.335,0,0
ZC008374,46.0,Male,Italy,Tier 1,20,64,4,145.81,36.45,3,4.7,4,0.365,4,Women,Mixed,0.15,0.195,0,0
ZC008375,30.0,Male,France,Tier 1,26,17,3,320.51,106.84,3,4.4,3,0.471,8,Women,Online,0.75,0.33,0,0
ZC008376,41.0,Male,Other,Tier 1,41,10,1,86.36,86.36,3,5.5,3,0.553,2,Home,Mixed,0.189,0.505,0,1
ZC008377,16.0,Female,Spain,Tier 2,15,71,2,125.83,62.92,0,6.4,3,0.075,7,Women,Mixed,0.367,0.47,0,1
ZC008378,27.0,Male,Germany,Tier 2,21,74,3,300.73,100.24,2,2.0,3,0.172,1,Kids,Online,0.187,0.342,0,0
ZC008379,32.0,Female,UK,Tier 2,21,59,1,52.23,52.23,5,4.0,4,,1,Men,Store,0.176,0.176,0,0
ZC008380,51.0,Male,USA,Tier 1,11,83,1,96.72,96.72,1,1.1,0,0.457,7,Men,Store,0.364,0.269,0,0
ZC008381,16.0,Female,Other,Tier 3,25,57,4,306.01,76.5,6,15.7,5,0.388,6,Men,Mixed,0.467,0.123,0,0
ZC008382,31.0,Female,Other,Tier 2,6,272,1,86.81,86.81,4,2.6,7,0.706,2,Women,Mixed,0.45,0.081,0,1
ZC008383,47.0,Female,USA,Tier 3,17,8,2,166.39,83.2,5,3.8,2,0.321,7,Women,Online,0.553,0.557,0,1
ZC008384,24.0,Female,Spain,Tier 1,15,35,1,53.12,53.12,6,3.5,6,0.453,5,Men,Online,0.219,0.711,0,0
ZC008385,30.0,Female,Other,Tier 1,12,49,1,51.9,51.9,3,1.0,1,0.239,1,Women,Mixed,0.593,0.293,0,1
ZC008386,35.0,Male,USA,Tier 2,23,12,1,86.94,86.94,6,6.1,2,0.278,5,Women,Online,0.333,0.524,0,0
ZC008387,34.0,Female,Other,Tier 1,42,112,1,60.5,60.5,3,6.5,7,0.313,5,Women,Online,0.158,0.096,1,0
ZC008388,48.0,Male,USA,Tier 2,32,40,1,104.5,104.5,8,3.3,4,0.675,6,Men,Online,0.258,0.429,0,0
ZC008389,36.0,Female,UK,Tier 1,21,32,6,444.43,74.07,2,3.3,4,0.412,8,Women,Online,0.41,0.072,0,0
ZC008390,45.0,Female,Spain,Tier 2,30,117,1,60.52,60.52,4,9.7,4,0.293,4,Men,Mixed,0.527,0.693,0,1
ZC008391,28.0,Female,France,Tier 1,50,52,5,459.34,91.87,8,3.3,2,0.709,3,Beauty,Mixed,0.13,0.556,0,0
ZC008392,25.0,Female,USA,Tier 1,11,18,3,98.9,32.97,8,4.9,2,0.051,7,Kids,Mixed,0.501,0.56,0,1
ZC008393,30.0,Female,UK,Tier 1,17,17,2,107.58,53.79,5,3.5,4,0.629,8,Men,Mixed,0.423,0.793,0,0
ZC008394,20.0,Female,Other,Tier 3,24,55,2,102.96,51.48,6,2.8,2,0.531,4,Men,Store,0.214,0.282,0,0
ZC008395,37.0,Female,USA,Tier 1,26,133,3,66.7,22.23,2,2.6,2,0.548,5,Women,Mixed,0.357,0.071,0,0
ZC008396,28.0,Male,Germany,Tier 2,15,26,5,395.67,79.13,3,8.7,7,0.384,3,TRF,Store,0.178,0.135,0,0
ZC008397,25.0,Female,USA,Tier 1,21,83,2,119.47,59.74,6,4.1,3,0.472,2,Home,Store,0.063,0.165,0,0
ZC008398,37.0,Male,Germany,Tier 1,16,120,1,88.61,88.61,1,3.8,1,0.574,4,Kids,Mixed,0.32,0.272,0,1
ZC008399,21.0,Male,USA,Tier 1,18,102,1,107.19,107.19,2,1.9,2,0.512,8,Home,Store,0.512,0.157,0,1
ZC008400,40.0,Female,Italy,Tier 1,5,32,1,95.71,95.71,7,3.8,6,0.656,1,Women,Online,0.408,0.199,0,0
ZC008401,27.0,Male,Mexico,Tier 1,42,101,3,285.34,95.11,1,10.6,6,0.393,7,Women,Store,0.208,0.152,0,0
ZC008402,44.0,Male,Other,Tier 1,4,115,1,47.48,47.48,1,2.5,4,0.315,8,Women,Store,0.265,0.768,0,0
ZC008403,28.0,Male,Other,Tier 2,12,11,1,63.08,63.08,3,5.0,2,0.449,8,Women,Online,0.152,0.124,0,0
ZC008404,38.0,Male,USA,Tier 3,26,29,2,83.31,41.66,8,2.9,3,0.555,4,Women,Online,0.266,0.472,0,0
ZC008405,34.0,Female,Spain,Tier 2,34,48,5,258.2,51.64,6,1.0,4,0.427,5,Men,Mixed,0.582,0.378,0,0
ZC008406,39.0,Male,Spain,Tier 1,15,32,1,112.23,112.23,3,6.2,3,0.43,1,Men,Store,0.674,0.269,0,0
ZC008407,33.0,Female,Italy,Tier 1,28,14,3,235.46,78.49,1,7.4,4,0.823,5,Home,Online,0.278,0.578,0,0
ZC008408,16.0,Female,USA,Tier 1,17,19,2,195.6,97.8,7,1.0,5,0.361,7,Home,Mixed,0.17,0.064,0,0
ZC008409,42.0,Male,Mexico,Tier 1,22,44,3,130.8,43.6,3,2.4,2,0.538,2,TRF,Online,0.475,0.447,0,0
ZC008410,31.0,Female,Other,Tier 2,13,48,1,74.24,74.24,9,3.3,2,0.472,2,Kids,Store,0.373,0.49,0,0
ZC008411,40.0,Female,Spain,Tier 1,27,92,1,91.25,91.25,1,3.2,3,0.542,5,Kids,Online,0.282,0.2,0,0
ZC008412,39.0,Female,USA,Tier 1,7,49,1,50.28,50.28,7,16.5,1,0.561,4,Kids,Online,0.712,0.061,0,0
ZC008413,24.0,Female,France,Tier 2,57,14,7,437.92,62.56,6,3.8,4,0.209,6,Women,Online,0.371,0.178,0,0
ZC008414,23.0,Male,UK,Tier 1,11,111,1,96.63,96.63,2,2.3,3,0.488,5,Men,Mixed,0.424,0.095,0,0
ZC008415,39.0,Female,UK,Tier 1,8,45,1,93.12,93.12,6,3.6,2,0.169,3,Women,Online,0.436,0.189,0,0
ZC008416,29.0,Female,USA,Tier 3,18,73,1,85.12,85.12,0,1.0,2,0.404,4,Kids,Store,0.285,0.458,0,0
ZC008417,41.0,Female,Other,Tier 1,14,46,5,417.72,83.54,2,6.1,3,0.371,6,Women,Mixed,0.411,0.628,0,0
ZC008418,30.0,Male,Italy,Tier 2,41,28,2,145.48,72.74,8,6.8,3,0.34,7,Kids,Store,0.411,0.079,0,0
ZC008419,42.0,Male,USA,Tier 1,51,44,3,144.57,48.19,6,2.4,6,0.191,8,Women,Online,0.191,0.302,0,0
ZC008420,36.0,Female,Spain,Tier 3,12,101,3,356.4,118.8,1,7.5,2,0.34,2,Women,Online,0.261,0.177,0,0
ZC008421,35.0,Male,Mexico,Tier 2,24,140,2,106.78,53.39,2,10.5,5,0.307,4,Men,Online,0.478,0.332,0,0
ZC008422,28.0,Female,Spain,Tier 1,23,43,2,217.75,108.88,7,2.7,5,0.502,3,Men,Mixed,0.14,0.14,0,0
ZC008423,34.0,Male,Other,Tier 3,24,74,1,39.96,39.96,1,1.9,4,0.868,6,Men,Store,0.291,0.285,0,0
ZC008424,44.0,Female,France,Tier 1,9,9,1,77.37,77.37,6,9.3,4,0.155,5,Men,Mixed,0.296,0.117,0,0
ZC008425,31.0,Female,Other,Tier 3,9,7,1,84.51,84.51,7,7.0,2,0.137,4,Men,Online,0.354,0.49,0,0
ZC008426,37.0,Female,Mexico,Tier 2,19,87,2,118.36,59.18,1,4.9,3,0.318,5,Women,Store,0.095,0.18,1,0
ZC008427,32.0,Female,Other,Tier 1,23,98,1,50.09,50.09,0,5.0,2,0.391,7,Kids,Store,0.366,0.202,1,0
ZC008428,33.0,Female,Italy,Tier 1,6,24,3,205.75,68.58,6,1.0,4,0.058,5,Women,Online,0.509,0.159,0,0
ZC008429,49.0,Female,France,Tier 1,13,28,3,226.1,75.37,8,1.8,6,0.548,1,Women,Online,0.244,0.113,0,0
ZC008430,44.0,Female,USA,Tier 2,17,159,3,259.86,86.62,0,7.0,1,0.706,8,Kids,Online,0.219,0.475,0,0
ZC008431,33.0,Female,Italy,Tier 2,36,70,7,517.2,73.89,2,5.8,3,0.314,2,Kids,Mixed,0.443,0.608,0,0
ZC008432,34.0,Female,Germany,Tier 1,30,38,8,663.9,82.99,8,3.8,8,0.3,6,Women,Mixed,0.35,0.454,0,0
ZC008433,25.0,Female,UK,Tier 2,41,127,3,267.92,89.31,1,5.2,4,0.347,6,Kids,Mixed,0.223,0.13,0,0
ZC008434,30.0,Male,France,Tier 3,18,19,1,106.49,106.49,4,2.2,3,0.541,1,Women,Online,0.559,0.533,0,1
ZC008435,35.0,Female,USA,Tier 1,14,174,3,195.13,65.04,0,3.6,4,0.818,3,Women,Online,0.671,0.278,0,1
ZC008436,,Female,UK,Tier 2,39,57,4,350.85,87.71,3,1.4,9,0.407,2,Women,Store,0.712,0.143,0,0
ZC008437,39.0,Male,Spain,Tier 1,18,25,1,44.6,44.6,3,2.1,4,0.398,4,Beauty,Mixed,0.295,0.176,0,0
ZC008438,21.0,Female,UK,Tier 3,26,185,1,47.71,47.71,0,1.0,3,0.321,8,Home,Store,0.43,0.148,0,1
ZC008439,42.0,Female,UK,Tier 3,4,11,1,77.5,77.5,2,8.3,1,0.673,3,Men,Store,0.195,0.484,0,0
ZC008440,31.0,Female,Other,Tier 3,17,34,2,300.39,150.2,7,2.7,2,0.456,2,Kids,Mixed,0.628,0.257,0,0
ZC008441,22.0,Male,France,Tier 2,18,144,2,150.75,75.38,1,2.6,4,0.376,8,Home,Mixed,0.263,0.55,0,1
ZC008442,45.0,Female,Other,Tier 1,17,38,1,105.51,105.51,11,5.3,3,0.178,4,Women,Store,0.221,0.456,0,0
ZC008443,47.0,Female,Other,Tier 1,19,23,1,90.48,90.48,7,9.7,4,0.569,3,Men,Store,0.235,0.337,0,0
ZC008444,35.0,Female,Spain,Tier 1,38,103,2,146.59,73.3,1,4.6,3,0.832,1,Women,Store,0.336,0.414,0,1
ZC008445,39.0,Male,Germany,Tier 1,13,83,5,529.52,105.9,3,8.1,4,0.688,5,Kids,Store,0.43,0.225,0,0
ZC008446,40.0,Female,USA,Tier 2,30,107,1,80.74,80.74,1,2.1,4,0.371,4,Men,Store,0.456,0.507,0,1
ZC008447,46.0,Male,Other,Tier 1,6,92,7,636.04,90.86,2,7.4,1,0.403,2,Men,Online,0.406,0.348,0,0
ZC008448,39.0,Female,France,Tier 2,6,124,4,353.96,88.49,4,3.3,2,0.158,8,Beauty,Online,0.263,0.098,0,1
ZC008449,19.0,Female,Spain,Tier 2,9,78,1,84.41,84.41,0,5.3,2,0.497,7,Home,Store,0.307,0.138,0,0
ZC008450,52.0,Female,USA,Tier 1,11,65,2,246.39,123.2,1,6.7,4,0.402,2,Women,Mixed,0.201,0.314,0,0
ZC008451,43.0,Male,Italy,Tier 2,29,148,2,137.01,68.5,0,2.4,4,0.375,3,Women,Mixed,0.182,0.155,0,1
ZC008452,27.0,Female,Spain,Tier 1,19,251,1,75.57,75.57,1,2.9,5,0.267,7,Kids,Online,0.285,0.249,0,1
ZC008453,22.0,Female,UK,Tier 1,5,73,1,76.81,76.81,3,1.7,4,0.507,8,Women,Mixed,0.525,0.207,0,1
ZC008454,37.0,Male,Other,Tier 1,21,24,1,77.16,77.16,9,1.6,8,0.422,2,Women,Mixed,0.297,0.312,0,0
ZC008455,29.0,Female,Spain,Tier 1,21,45,3,276.86,92.29,8,2.0,2,0.215,8,Women,Mixed,0.573,0.288,0,0
ZC008456,35.0,Female,Italy,Tier 1,1,15,1,83.56,83.56,7,2.2,6,0.359,6,Kids,Store,0.577,0.68,0,1
ZC008457,39.0,Female,Italy,Tier 1,41,167,3,202.03,67.34,2,3.2,3,0.54,7,Home,Online,0.565,0.284,0,1
ZC008458,26.0,Female,USA,Tier 1,10,38,1,114.8,114.8,5,6.7,3,0.622,3,Men,Mixed,0.641,0.254,1,1
ZC008459,21.0,Female,Spain,Tier 1,29,37,6,546.76,91.13,4,1.0,3,0.624,4,Women,Mixed,0.201,0.152,0,0
ZC008460,36.0,Female,Spain,Tier 1,25,68,4,220.21,55.05,2,3.3,3,0.663,5,Men,Store,0.476,0.569,0,0
ZC008461,27.0,Female,Other,Tier 2,8,25,1,67.47,67.47,4,7.2,2,0.298,2,Kids,Store,0.364,0.066,0,0
ZC008462,33.0,Male,Italy,Tier 1,36,26,5,406.37,81.27,5,2.1,4,0.721,6,Beauty,Online,0.55,0.402,1,0
ZC008463,19.0,Female,UK,Tier 1,23,14,3,203.22,67.74,1,7.3,1,0.43,5,Kids,Online,0.153,0.751,1,0
ZC008464,29.0,Male,Other,Tier 1,36,17,5,359.6,71.92,7,7.2,2,0.427,5,Men,Store,0.487,0.117,0,0
ZC008465,39.0,Female,Spain,Tier 1,47,84,6,480.95,80.16,0,2.0,3,0.798,3,TRF,Mixed,0.342,0.426,1,1
ZC008466,38.0,Female,Spain,Tier 1,9,74,1,98.59,98.59,4,1.3,5,0.353,2,Men,Online,0.457,0.335,0,0
ZC008467,24.0,Female,USA,Tier 1,22,36,3,157.28,52.43,3,7.9,4,0.295,4,Women,Mixed,0.073,0.571,0,0
ZC008468,20.0,Male,Mexico,Tier 2,6,283,1,97.48,97.48,1,6.7,3,0.557,3,Home,Mixed,0.402,0.486,0,1
ZC008469,32.0,Male,UK,Tier 2,35,62,7,464.43,66.35,2,3.2,2,0.331,1,Home,Online,0.247,0.236,0,1
ZC008470,38.0,Female,Germany,Tier 3,5,162,1,46.26,46.26,1,6.1,3,0.541,1,Women,Mixed,0.495,0.285,0,1
ZC008471,36.0,Female,USA,Tier 3,7,46,2,161.87,80.94,3,2.3,2,0.677,2,Kids,Store,0.446,0.541,0,0
ZC008472,27.0,Female,Mexico,Tier 1,12,8,1,90.89,90.89,4,1.0,4,0.092,8,Women,Store,0.211,0.146,0,0
ZC008473,35.0,Female,Mexico,Tier 1,18,207,6,610.46,101.74,1,3.1,3,0.42,2,Women,Store,0.213,0.075,0,0
ZC008474,47.0,Female,UK,Tier 1,30,257,4,361.5,90.38,0,6.5,4,0.353,7,Women,Mixed,0.258,0.643,0,1
ZC008475,34.0,Male,USA,Tier 2,5,185,1,116.68,116.68,3,3.3,6,0.305,2,Women,Store,0.328,0.562,0,1
ZC008476,16.0,Male,Germany,Tier 2,22,71,5,409.38,81.88,0,10.2,5,0.568,3,Women,Online,0.632,0.143,0,0
ZC008477,34.0,Female,USA,Tier 1,12,83,4,323.28,80.82,0,5.3,1,0.537,2,Men,Store,0.335,0.401,0,0
ZC008478,52.0,Female,Spain,Tier 3,17,48,2,138.58,69.29,5,1.6,3,0.078,6,Women,Online,0.361,0.296,0,0
ZC008479,19.0,Female,Germany,Tier 1,40,141,3,221.71,73.9,2,6.2,6,0.474,8,Women,Mixed,0.401,0.191,0,0
ZC008480,32.0,Female,France,Tier 3,19,70,1,73.03,73.03,6,10.6,1,0.301,2,Men,Online,0.191,0.668,0,0
ZC008481,30.0,Female,Mexico,Tier 3,25,110,1,68.53,68.53,2,2.4,3,0.388,6,Women,Online,0.451,0.27,0,0
ZC008482,33.0,Male,USA,Tier 1,3,16,1,40.99,40.99,5,3.4,7,0.308,2,Women,Store,0.138,0.14,0,0
ZC008483,34.0,Female,USA,Tier 1,10,37,3,258.73,86.24,5,2.4,5,0.437,4,Men,Mixed,0.233,0.145,1,0
ZC008484,43.0,Female,Germany,Tier 1,18,114,4,366.73,91.68,2,1.9,2,0.428,5,Women,Online,0.306,0.312,0,0
ZC008485,33.0,Female,Italy,Tier 1,6,23,1,104.75,104.75,8,3.3,5,0.31,2,Men,Mixed,0.359,0.098,0,0
ZC008486,45.0,Female,UK,Tier 3,4,41,3,155.43,51.81,1,1.1,2,,2,Men,Store,0.257,0.521,0,0
ZC008487,31.0,Male,UK,Tier 3,10,57,1,96.63,96.63,6,6.7,2,0.174,3,Women,Store,0.197,0.525,0,0
ZC008488,28.0,Male,Spain,Tier 1,18,79,1,104.82,104.82,1,2.8,2,0.425,5,Kids,Online,0.235,0.106,0,0
ZC008489,25.0,Male,UK,Tier 1,29,28,3,176.85,58.95,4,2.1,2,0.467,3,Men,Mixed,0.525,0.571,0,0
ZC008490,16.0,Male,Other,Tier 2,29,115,2,103.34,51.67,3,11.2,1,,1,Home,Online,0.295,0.365,0,1
ZC008491,35.0,Female,Spain,Tier 2,16,67,1,96.5,96.5,1,1.5,3,0.212,5,Women,Online,0.321,0.477,0,0
ZC008492,53.0,Male,France,Tier 2,19,0,1,78.29,78.29,11,6.6,8,0.778,5,TRF,Online,0.58,0.382,0,0
ZC008493,37.0,Male,Spain,Tier 1,5,13,1,88.12,88.12,7,5.0,4,0.584,8,Men,Mixed,0.552,0.407,0,0
ZC008494,39.0,Female,USA,Tier 1,54,12,1,65.59,65.59,4,1.8,3,0.442,4,Women,Store,0.259,0.1,0,0
ZC008495,28.0,Female,Mexico,Tier 1,43,18,2,297.91,148.96,11,4.8,5,0.514,2,TRF,Store,0.151,0.26,0,0
ZC008496,30.0,Female,France,Tier 1,23,108,2,119.97,59.98,1,3.2,6,0.137,4,TRF,Store,0.375,0.056,0,1
ZC008497,42.0,Male,Spain,Tier 1,14,12,1,111.31,111.31,3,8.0,9,0.387,8,Men,Online,0.535,0.303,0,0
ZC008498,52.0,Female,UK,Tier 1,35,292,3,120.01,40.0,2,6.1,3,0.548,5,Women,Online,0.702,0.442,0,1
ZC008499,47.0,Male,Spain,Tier 1,55,18,5,300.33,60.07,4,8.7,4,0.427,6,Women,Online,0.129,0.407,1,0
ZC008500,40.0,Male,UK,Tier 2,25,38,3,312.28,104.09,5,6.1,4,0.189,5,Women,Online,0.466,0.545,0,0
ZC008501,32.0,Male,Mexico,Tier 1,29,68,2,246.34,123.17,2,6.7,6,0.346,5,Men,Mixed,0.354,0.19,0,0
ZC008502,34.0,Female,USA,Tier 3,12,25,2,199.78,99.89,5,7.9,3,0.645,7,Home,Mixed,0.874,0.225,0,0
ZC008503,24.0,Female,UK,Tier 1,6,38,2,166.82,83.41,8,2.9,7,,4,Women,Online,0.259,0.297,0,0
ZC008504,18.0,Male,France,Tier 2,16,21,1,58.06,58.06,2,10.0,7,0.367,1,Women,Online,0.401,0.034,0,0
ZC008505,21.0,Female,Other,Tier 1,27,32,6,731.92,121.99,3,3.2,4,0.641,8,Women,Online,0.244,0.601,0,0
ZC008506,32.0,Female,Spain,Tier 2,5,25,3,216.76,72.25,8,4.9,4,0.16,4,Men,Online,0.595,0.333,0,1
ZC008507,29.0,Male,France,Tier 1,52,62,4,403.32,100.83,0,3.7,6,0.7,6,Women,Mixed,0.44,0.587,0,0
ZC008508,17.0,Female,Spain,Tier 1,25,34,1,94.45,94.45,4,6.8,4,0.639,1,Women,Mixed,0.728,0.318,0,1
ZC008509,32.0,Female,Spain,Tier 3,29,3,4,375.97,93.99,9,5.8,5,0.644,2,Home,Online,0.265,0.064,0,0
ZC008510,29.0,Male,USA,Tier 1,3,257,1,55.24,55.24,1,8.4,5,0.169,5,Home,Mixed,0.475,0.45,0,1
ZC008511,20.0,Female,Italy,Tier 2,13,6,1,66.48,66.48,9,5.9,2,0.379,2,Men,Online,0.507,0.173,0,1
ZC008512,28.0,Male,Spain,Tier 2,19,88,1,104.15,104.15,1,12.5,3,0.318,1,Women,Online,0.485,0.286,0,1
ZC008513,29.0,Female,Other,Tier 1,7,24,3,211.39,70.46,3,3.0,5,0.594,3,Men,Store,0.369,0.402,0,0
ZC008514,26.0,Female,UK,Tier 1,60,65,8,1070.42,133.8,2,2.6,2,0.226,1,Women,Online,0.596,0.007,0,0
ZC008515,41.0,Female,Other,Tier 2,41,6,7,593.63,84.8,3,2.3,4,0.476,4,Women,Store,0.111,0.254,0,0
ZC008516,16.0,Female,USA,Tier 3,20,71,1,91.86,91.86,3,2.4,7,0.242,1,Women,Store,0.294,0.419,0,0
ZC008517,16.0,Female,USA,Tier 1,32,102,2,210.27,105.14,1,7.9,4,0.08,8,Women,Mixed,0.18,0.262,0,1
ZC008518,32.0,Male,Italy,Tier 2,14,59,1,61.14,61.14,5,7.3,3,0.533,3,Women,Mixed,0.106,0.039,0,1
